"","period","inflation","inflation_target","nominal_interest_rate","mean_exp_inflation","real_interest_rate","unemployment_rate","output_gap","consumption","real_wage_rate","mean_real_savings_balance","mean_indexation_strategy","mean_substitution_strategy","stdev_real_savings_balance","stdev_indexation_strategy","stdev_substitution_strategy"
"105",105,0.0127935913548934,0.02,0.0139515085091346,0.0206899620603902,-0.00673845355125558,0.0404656290233727,-0.0305147190278012,72.5352475084235,0.145686029593496,0.00662033358958726,1.03199375468176,1.00558552901874,0.0647222477733829,0.293808880717088,0.296866376936321
"106",106,0.0246038818921331,0.02,0.00781772332552393,0.0191438534049344,-0.0113261300794105,0.0380864026375729,-0.0287062409485185,73.3323112128592,0.14559433114622,0.00519465753828766,1.03218291604511,1.0059243622221,0.0628607934838311,0.293982077477518,0.296895977274479
"107",107,0.0309705128422526,0.02,0.0200629546459385,0.0203698780081727,-0.000306923362234191,0.0328031258203587,-0.0247091838222465,73.3164093268229,0.145395428517197,0.00549566760147126,1.032801619048,1.00600873209178,0.060700375659158,0.293742573372071,0.296981229659684
"108",108,0.0191575062041483,0.02,0.0277407420074601,0.0219547283554948,0.00578601365196526,0.0351437371192615,-0.0264848475005711,72.632490976262,0.145484758578208,0.00646950819447083,1.0333281921248,1.00622985592429,0.059772616946631,0.294015849604285,0.29701881387687
"109",109,0.0128059228588861,0.02,0.0142525231236795,0.0207867210096357,-0.00653419788595621,0.0405039088607501,-0.0305437459736932,72.8199093908647,0.145687487692606,0.00557726630040913,1.03341679156369,1.00639612691063,0.0606617364666351,0.294136497872559,0.296879171798685
"110",110,0.0243708998697156,0.02,0.0078439655549503,0.0191520369487107,-0.0113080713937604,0.0382787757379094,-0.0288519313699639,73.6078723659435,0.145601611408802,0.00415532617254701,1.0339756750038,1.00603618690918,0.0590737487286614,0.29473665452551,0.297287417899689
"111",111,0.031041910465155,0.02,0.0199127743453629,0.0203569155768601,-0.000444141231497189,0.0329965555232258,-0.0248554737872716,73.601196368925,0.145402698833902,0.00444287710743709,1.03417240271069,1.00600034324388,0.0570232638411564,0.29451432747333,0.297441003239774
"112",112,0.0193811511131564,0.02,0.0277556027036536,0.0219731338713605,0.00578246883229314,0.0352203451478794,-0.026542929669729,72.9393867633066,0.14548767404859,0.00537101659636029,1.03393468654079,1.00598852454856,0.0562459704520668,0.294518552203301,0.297365479838132
"113",113,0.0127622859739346,0.02,0.0145115982974077,0.0208157580156672,-0.00630415971825949,0.0405806084443754,-0.0306018797121043,73.0972135290826,0.145690402333292,0.00451695249677562,1.03414822475418,1.00625174732678,0.0571189339777105,0.294588657677181,0.297620193600925
"114",114,0.0242741614425722,0.02,0.0078548436253947,0.0191650400753008,-0.0113101964499061,0.0384711103655496,-0.0289975999383925,73.8786125903686,0.145608892035424,0.00309648029208244,1.03464401702548,1.00634549256462,0.0556208141301238,0.294733543439118,0.297781366423737
"115",115,0.0312674245758599,0.02,0.0198146928798687,0.0203477763137823,-0.000533083433913672,0.0331131608616617,-0.0249435587973442,73.9086988586251,0.145407055921258,0.00332348855588411,1.03511135072521,1.00676982385129,0.0538646415320042,0.294612805616216,0.298028229938738
"116",116,0.0196707189074196,0.02,0.0280783505631927,0.0219812871848009,0.00609706337839183,0.0351821665329738,-0.0265139608053072,73.2436054889519,0.145486215346985,0.00425961425501713,1.03540945018476,1.00673471487858,0.0530052955302921,0.294621502436698,0.298163131849138
"117",117,0.0125960838423471,0.02,0.0149031669440969,0.0208355730923891,-0.00593240614829221,0.0406189267247786,-0.030630928498392,73.3614140282443,0.145691860068323,0.00345188907745119,1.0356850549555,1.00648599035057,0.0540487804317716,0.295238445762024,0.298346387739552
"118",118,0.0241828855141446,0.02,0.00771569706877491,0.01916890249608,-0.0114532054273051,0.0386246336372497,-0.0291139394346206,74.1519806772085,0.145614719812725,0.00200120659643875,1.03608857538776,1.00657064610726,0.0526269797563577,0.295426093124719,0.298588077347095
"119",119,0.0313874660822228,0.02,0.0197814715611698,0.0202703950577053,-0.000488923496535503,0.0331913730745357,-0.0250025521798428,74.1961591690503,0.145409956211504,0.00221614235114459,1.03619446480021,1.00631987974974,0.0510539857337191,0.295007055649965,0.298381862958755
"120",120,0.019851462020088,0.02,0.0282115682264488,0.0220006492341704,0.00621091899227839,0.0351828107897265,-0.0265143275574085,73.5358872836703,0.145486209385437,0.00313629555096144,1.03662227365931,1.00634317406721,0.0502560037258814,0.295561158644682,0.298455024289095
"121",121,0.0124969184347352,0.02,0.0151775005376315,0.0208507576749474,-0.00567325713731596,0.0406956493750862,-0.0306890753414523,73.624883104964,0.145694774490572,0.00235241112359555,1.03710136935441,1.00610921108894,0.0514637106600059,0.295582395581421,0.298135707572956
"122",122,0.0239629931467392,0.02,0.00763502050068041,0.0191331057201321,-0.0114980852194516,0.0388168990967687,-0.029259568702822,74.4090359811455,0.145622001094817,0.000903598282369683,1.03768498571172,1.00610800402429,0.0501573125546397,0.295737889311516,0.298109484524614
"123",123,0.0316174425484947,0.02,0.0195939729943429,0.0202186945162683,-0.000624721521925413,0.0333071948583399,-0.0250901930371796,74.4805938304924,0.145414320637139,0.00108212942829812,1.03799430573844,1.00635351445139,0.0487967013283458,0.295540012498716,0.297678557674868
"124",124,0.0201745832132023,0.02,0.0284861807457086,0.0220430524592435,0.00644312828646502,0.0351439645677023,-0.0264849792291157,73.8202725209465,0.145484757022195,0.00200561785732744,1.03839962488527,1.006534893942,0.04800747574224,0.29530462056726,0.297537090827587
"125",125,0.0124765794655117,0.02,0.0155063523766465,0.0209220425577553,-0.00541569018110874,0.0406948571888065,-0.0306886258425123,73.8815603605806,0.145694782149823,0.00124628609498385,1.03885517748574,1.00608038807721,0.0492246412212605,0.29547770396118,0.297603545722369
"126",126,0.0239653850613909,0.02,0.00764113205372946,0.0191790883198371,-0.0115379562661076,0.0388928539527954,-0.0293172808336579,74.666698438309,0.145624922664854,-0.000214338046455027,1.03952260635461,1.00583988017058,0.0480366160189791,0.295756390505904,0.297411569527361
"127",127,0.0318803999767676,0.02,0.0196437493482308,0.0203103236194599,-0.000666574271229078,0.0333470445113739,-0.0251201121837862,74.7660797421136,0.145415763838551,-7.86530875107046e-05,1.03970274890619,1.00625639616634,0.0468576312046679,0.295881409894861,0.29731110985764
"128",128,0.0207112491340994,0.02,0.0287145728362812,0.0220599871292382,0.00665458570704294,0.0349121723265776,-0.0263096166171423,74.1109602101969,0.145476029889263,0.000849230893051679,1.04018039448131,1.00654275278372,0.0462076500200347,0.296040447620256,0.297293362918826
"129",129,0.0124974260359814,0.02,0.0161657291048646,0.0210751997926367,-0.00490947068777208,0.0404631327778416,-0.0305133014237821,74.1252948420214,0.145686054404344,0.000157072354424645,1.04040507901514,1.00649623745877,0.047476287359537,0.295967991786099,0.297428657428505
"130",130,0.0236532233374701,0.02,0.00770404259785315,0.0192322893437192,-0.011528246745866,0.0388913176058414,-0.029316409418817,74.8866037495521,0.145624937300185,-0.00128633171847149,1.0409108081229,1.00633534228089,0.0464689333491213,0.296118268788038,0.297733143402479
"131",131,0.0318913653993374,0.02,0.019442999753284,0.0202567587643685,-0.000813759011084484,0.0333869168891892,-0.0251500442892472,75.0016604744387,0.145417206820704,-0.0011764814085277,1.04087535946538,1.00624828878125,0.0452533383046753,0.296188205359964,0.298236730838526
"132",132,0.021172214057062,0.02,0.0287418494273025,0.0220899864536764,0.0066518629736261,0.0347184899034168,-0.0261631842419654,74.3579534015637,0.145468762273292,-0.000255062231073698,1.04175443106569,1.0066055476144,0.0446696765791227,0.296253257241088,0.297975411839473
"133",133,0.0124943538069657,0.02,0.0167407889176805,0.021107547301531,-0.00436675838385056,0.0402706726360108,-0.0303675626642395,74.3261411559566,0.145678775278333,-0.000876856005411336,1.04219340320471,1.00625710444942,0.0458561953466746,0.296300519567213,0.298104368929021
"134",134,0.0230689319093028,0.02,0.00774195589090961,0.0191968993202165,-0.0114549434293069,0.0390447878477541,-0.0294327186747566,75.063013964908,0.145630765589123,-0.00231328236861183,1.0428473702718,1.00659401446825,0.0450035450101088,0.295900272699465,0.29806002173271
"135",135,0.0320276548059959,0.02,0.0189630759657762,0.0201937192125994,-0.00123064324682322,0.033502746072722,-0.0252376893910024,75.2227464929274,0.145421571172849,-0.00227679877593568,1.04364420265111,1.00655439247067,0.0438876365598425,0.295856769352758,0.298353603737276
"136",136,0.0215122370446306,0.02,0.0288913769441695,0.0220855626508658,0.00680581429330364,0.0346798755861683,-0.0261339674854319,74.5901253311101,0.145467307728383,-0.00136202426385035,1.04397444600324,1.0062307256282,0.0433957064570741,0.295834062494624,0.29835155900498
"137",137,0.0126386507746815,0.02,0.0171531669541276,0.0211639143436508,-0.0040107473895232,0.0401918302192466,-0.0303082133522695,74.5263478069637,0.145675881187589,-0.00194207245278456,1.04455226104742,1.00551057482893,0.0445884745614348,0.295848588977303,0.298268964757938
"138",138,0.0230522777496259,0.02,0.00792498329969404,0.0192999545150416,-0.0113749712153475,0.0390432986031824,-0.0294318738813332,75.2499671331717,0.145630779789833,-0.00336434837061964,1.04482714196325,1.00530715730875,0.0438543815899191,0.295947819201897,0.298110482486939
"139",139,0.0319709740323598,0.02,0.0190116306723171,0.020154894665405,-0.00114326399308796,0.0335802207934197,-0.0252962647987935,75.4096137967234,0.145424478364293,-0.00332711169585441,1.04543785626472,1.00510165616011,0.0428328919733539,0.295692135330133,0.298472913865952
"140",140,0.0214335045677253,0.02,0.0288046376328644,0.022050073703585,0.00675456392927942,0.0348341996957733,-0.0262507606854848,74.7814959641118,0.145473128026229,-0.0024372804185614,1.04645190336145,1.00510065275977,0.0424237020849117,0.295708990271068,0.298519945097546
"141",141,0.0125104671445762,0.02,0.0170599186461117,0.0211566728248011,-0.00409675417868937,0.0403845568603626,-0.0304541027319412,74.7166295380442,0.145683158259572,-0.00303800998790211,1.04702437275837,1.00483434890258,0.0436221905289893,0.295709242516378,0.298228943374445
"142",142,0.0230898500580169,0.02,0.00784462266810271,0.0192488447639525,-0.0114042220958498,0.0392354803338947,-0.0295774554605598,75.433426065486,0.145638061874984,-0.00444207451051705,1.04725539898885,1.00421403794959,0.0429569492959542,0.296101328567176,0.298112507313699
"143",143,0.0321817617808333,0.02,0.0191079017760046,0.0201792007829366,-0.00107129900693199,0.0337343814321225,-0.0254129665143113,75.6056538679841,0.145430300095747,-0.00441100611330302,1.04790699847185,1.00432318371653,0.0419865464501565,0.296282716947168,0.298190850455775
"144",144,0.0220231589659796,0.02,0.0290161323023208,0.0220765849602421,0.00693954734207865,0.0347174430728853,-0.0261625901364207,74.9795896227453,0.145468772742009,-0.00350641105542912,1.04843934013019,1.00405388860183,0.0415632386455317,0.296575238334519,0.29796124256225
"145",145,0.0125190415870916,0.02,0.0177461492291596,0.0212678683219134,-0.00352171909275379,0.0403081233141055,-0.0303961194168857,74.8712048948161,0.145680241563725,-0.00404839476307679,1.04859457764553,1.004195367138,0.0427671727926627,0.296617007964308,0.297787619834328
"146",146,0.0228489687499042,0.02,0.0078430350960067,0.0193700355411237,-0.011527000445117,0.039388904986023,-0.029693738738605,75.5865176561462,0.145643890602148,-0.00548170746588253,1.0488325305722,1.00355534696704,0.0422596878372472,0.296623751596284,0.297459743134018
"147",147,0.0323437038568936,0.02,0.0189456297555671,0.0201680139090147,-0.00122238415344759,0.0338509619777436,-0.0255010376837919,75.7692295081281,0.145434657397542,-0.00545329111441051,1.04949706653888,1.00387735393416,0.0414063426548622,0.296561471670474,0.297403664568494
"148",148,0.0222035368328581,0.02,0.0291785513396949,0.0220799721024788,0.00709857923721612,0.0347176826991231,-0.0261627266038084,75.1392152111791,0.145468770646644,-0.0045306615329601,1.04953623102224,1.00368422634544,0.0410779883345461,0.296816162196137,0.297436351981032
"149",149,0.0124291562927782,0.02,0.0180522463317611,0.0212834481138822,-0.00323120178212107,0.0403459672987885,-0.0304248995021136,75.0035656098239,0.145681703728297,-0.00504483053244986,1.05033547199717,1.00342915161746,0.0422225891452315,0.296811095681109,0.297667868952514
"150",150,0.022529364194407,0.02,0.0077901999013957,0.0193370609897295,-0.0115468610883338,0.0396189619472414,-0.029868117293404,75.7059529835657,0.145652634425118,-0.00647627436477756,1.05054793608578,1.00341032527112,0.0418637949006984,0.296516832488088,0.297514149243566
"151",151,0.032322459714903,0.02,0.0185723862459914,0.0201307300139529,-0.00155834376796151,0.0341208297074774,-0.0257053133877206,75.913828411866,0.145444844580205,-0.00648819098207586,1.05106647871055,1.00335537685052,0.0408436914892674,0.296658425980861,0.297370055835428
"152",152,0.0229157105878213,0.02,0.0292142767336188,0.0221265081129732,0.00708776862064557,0.0346784873313922,-0.0261331792766804,75.3040588746973,0.145467321643788,-0.00557000201238293,1.05120563161325,1.00342807134998,0.0406050503701833,0.296474196840323,0.297646595614641
"153",153,0.0124900729030043,0.02,0.0188342534511036,0.0213669079501099,-0.00253265449900634,0.0402704229333681,-0.0303674206352523,75.1166088272529,0.14567877866998,-0.00599343104783187,1.05191190270066,1.00347863438119,0.0416125370375485,0.296546987059055,0.297662786709614
"154",154,0.0222208948564017,0.02,0.00786638164722243,0.0194106375344077,-0.0115442558871853,0.0397723253920166,-0.0299843657553253,75.7914625259501,0.145658463735577,-0.00740926412333131,1.05249109029035,1.00372424832436,0.0414856959811812,0.29651146741137,0.297974245707159
"155",155,0.0320796201468251,0.02,0.0183895516698355,0.0200343910349483,-0.00164483936511278,0.0344289442650485,-0.0259385976348775,75.9949825836501,0.145456489943085,-0.00741884096178718,1.05332193587279,1.00322388303954,0.0404215196168666,0.29663318920161,0.298188760399362
"156",156,0.0229821256860837,0.02,0.0289667406168111,0.0220612500488278,0.00690549056798329,0.0349497068806777,-0.0263382223431379,75.4027509989353,0.145477496075159,-0.00652841025765112,1.05362464534033,1.00338133533626,0.0401734432579787,0.296644465510042,0.297911759276105
"157",157,0.0128838554941849,0.02,0.0188195794553609,0.0213785551038273,-0.00255897564846636,0.0403466483782455,-0.0304252857394058,75.2194614672225,0.145681697740606,-0.00694525561473631,1.0541043522034,1.00313740085942,0.0412463092317377,0.296657266165335,0.297914810851631
"158",158,0.0221956618527159,0.02,0.00824274439380246,0.0194463573663117,-0.0112036129725092,0.039886970487101,-0.0300713378780689,75.8727059718289,0.145662839324621,-0.00831963650884665,1.05471784649092,1.00319547392388,0.0409941846001506,0.296703176895933,0.297488931152087
"159",159,0.0320889407532499,0.02,0.0183205148208116,0.020072142020745,-0.00175162719993339,0.0346220488204849,-0.0260847031924412,76.0755562869961,0.145463763313089,-0.00833472084440024,1.05501110932694,1.00330852781738,0.0400213596460715,0.296458668978745,0.297526817073905
"160",160,0.0232429303669277,0.02,0.0290065556043923,0.0221025454899781,0.00690401011441423,0.0350653241903219,-0.0264257457632688,75.4859390393009,0.145481862542439,-0.00744204400403236,1.05573523186203,1.00367635584743,0.0398291001606807,0.296655814427243,0.297959810950657
"161",161,0.0131096799340099,0.02,0.0190926946480623,0.0214204765707542,-0.00232778192269183,0.0403462724523217,-0.0304250725722879,75.2865553155168,0.145681701470138,-0.00782682376295832,1.05671793351531,1.00406138105382,0.0409780357315558,0.296585389689131,0.297885568674357
"162",162,0.0221421638189464,0.02,0.00848123589868518,0.019518323978963,-0.0110370880802778,0.0400016081317064,-0.0301583057340885,75.9138029302253,0.145667214987056,-0.00916272926344295,1.05733319444442,1.00375811588991,0.0407231359463988,0.296628828632051,0.297884168819162
"163",163,0.0319790037771044,0.02,0.0183333947283756,0.0201168443054453,-0.00178344957706973,0.0348901688563032,-0.0262879874346144,76.129310633881,0.145473966929259,-0.009210277579528,1.05725573496232,1.0037582685095,0.0397831661566332,0.296645054036154,0.297881412277028
"164",164,0.0235956934369513,0.02,0.0289115804846616,0.0220186530617755,0.00689292742288603,0.0351035662308754,-0.0264547514162094,75.5507387832334,0.145483320984133,-0.00831303861687177,1.05694642858406,1.00423254772773,0.0396536171659642,0.296637782359154,0.297521745995506
"165",165,0.0133220886341058,0.02,0.0195913532249443,0.0215229863714938,-0.00193163314654945,0.0403107327907592,-0.0303975996873028,75.3329405353552,0.145680218046162,-0.00866196776544338,1.05688902403327,1.00453051814974,0.0406330658687868,0.296665374227276,0.297322403084423
